Visitor ID,District,Month Number,Month,Year,Domestic Visitors,Foreign Visitors,Total Visitors
visitor-1638,Bhadradri Kothagudem,5,May,2019,275800,0,275800
visitor-1639,Bhadradri Kothagudem,6,June,2019,9761776,0,9761776
visitor-164,Mancherial,7,July,2014,0,0,0
visitor-1640,Bhadradri Kothagudem,7,July,2019,233338,0,233338
visitor-1641,Bhadradri Kothagudem,8,August,2019,271941,0,271941
visitor-1642,Bhadradri Kothagudem,9,September,2019,314199,0,314199
visitor-1643,Bhadradri Kothagudem,10,October,2019,287432,0,287432
visitor-1644,Bhadradri Kothagudem,11,November,2019,298366,0,298366
visitor-1645,Bhadradri Kothagudem,12,December,2019,287328,0,287328
visitor-1646,Hyderabad,1,January,2019,1426500,35920,1462420
visitor-1647,Hyderabad,2,February,2019,983147,25621,1008768
visitor-1648,Hyderabad,3,March,2019,1009991,21929,1031920
visitor-1649,Hyderabad,4,April,2019,1045933,18267,1064200
visitor-165,Mancherial,8,August,2014,0,0,0
visitor-1650,Hyderabad,5,May,2019,1305748,17317,1323065
visitor-1651,Hyderabad,6,June,2019,1262995,20077,1283072
visitor-1652,Hyderabad,7,July,2019,1094861,27874,1122735
visitor-1653,Hyderabad,8,August,2019,1121380,22725,1144105
visitor-1654,Hyderabad,9,September,2019,959930,34018,993948
visitor-1655,Hyderabad,10,October,2019,1240643,28706,1269349
visitor-1656,Hyderabad,11,November,2019,1073665,32762,1106427
visitor-1657,Hyderabad,12,December,2019,1277569,34084,1311653
visitor-1658,Jagtial,1,January,2019,211913,0,211913
visitor-1659,Jagtial,2,February,2019,215105,0,215105
visitor-166,Mancherial,9,September,2014,0,0,0
visitor-1660,Jagtial,3,March,2019,194090,0,194090
visitor-1661,Jagtial,4,April,2019,447226,0,447226
visitor-1662,Jagtial,5,May,2019,500206,0,500206
visitor-1663,Jagtial,6,June,2019,235363,0,235363
visitor-1664,Jagtial,7,July,2019,157419,0,157419
visitor-1665,Jagtial,8,August,2019,151570,0,151570
visitor-1666,Jagtial,9,September,2019,157564,0,157564
visitor-1667,Jagtial,10,October,2019,165070,0,165070
visitor-1668,Jagtial,11,November,2019,277630,0,277630
visitor-1669,Jagtial,12,December,2019,372959,0,372959
visitor-167,Mancherial,10,October,2014,3124,0,3124
visitor-1670,Jangaon,1,January,2019,28750,0,28750
visitor-1671,Jangaon,2,February,2019,28810,0,28810
visitor-1672,Jangaon,3,March,2019,27300,0,27300
visitor-1673,Jangaon,4,April,2019,26160,0,26160
visitor-1674,Jangaon,5,May,2019,26740,0,26740
visitor-1675,Jangaon,6,June,2019,25820,0,25820
visitor-1676,Jangaon,7,July,2019,24160,0,24160
visitor-1677,Jangaon,8,August,2019,27800,0,27800
visitor-1678,Jangaon,9,September,2019,28640,0,28640
visitor-1679,Jangaon,10,October,2019,27840,0,27840
visitor-168,Mancherial,11,November,2014,2255,0,2255
visitor-1680,Jangaon,11,November,2019,28410,0,28410
visitor-1681,Jangaon,12,December,2019,28460,0,28460
visitor-1682,Jayashankar Bhupalpally,1,January,2019,197430,45,197475
visitor-1683,Jayashankar Bhupalpally,2,February,2019,33500,0,33500
visitor-1684,Jayashankar Bhupalpally,3,March,2019,37500,0,37500
visitor-1685,Jayashankar Bhupalpally,4,April,2019,38500,0,38500
visitor-1686,Jayashankar Bhupalpally,5,May,2019,30800,0,30800
visitor-1687,Jayashankar Bhupalpally,6,June,2019,40500,0,40500
visitor-1688,Jayashankar Bhupalpally,7,July,2019,45500,0,45500
visitor-1689,Jayashankar Bhupalpally,8,August,2019,45000,0,45000
visitor-169,Mancherial,12,December,2014,2423,0,2423
visitor-1690,Jayashankar Bhupalpally,9,September,2019,50500,0,50500
visitor-1691,Jayashankar Bhupalpally,10,October,2019,46000,0,46000
visitor-1692,Jayashankar Bhupalpally,11,November,2019,51500,0,51500
visitor-1693,Jayashankar Bhupalpally,12,December,2019,45800,0,45800
visitor-1694,Jogulamba Gadwal,1,January,2019,146441,36,146477
visitor-1695,Jogulamba Gadwal,2,February,2019,481110,6,481116
visitor-1696,Jogulamba Gadwal,3,March,2019,155013,22,155035
visitor-1697,Jogulamba Gadwal,4,April,2019,82334,16,82350
visitor-1698,Jogulamba Gadwal,5,May,2019,154609,20,154629
visitor-1699,Jogulamba Gadwal,6,June,2019,155013,22,155035
visitor-17,Bhadradri Kothagudem,4,April,2014,0,0,0
visitor-170,Medak,1,January,2014,92600,0,92600
visitor-1700,Jogulamba Gadwal,7,July,2019,114951,37,114988
visitor-1701,Jogulamba Gadwal,8,August,2019,123733,42,123775
visitor-1702,Jogulamba Gadwal,9,September,2019,131485,25,131510
visitor-1703,Jogulamba Gadwal,10,October,2019,152898,13,152911
visitor-1704,Jogulamba Gadwal,11,November,2019,128075,45,128120
visitor-1705,Jogulamba Gadwal,12,December,2019,182333,11,182344
visitor-1706,Kamareddy,1,January,2019,42,0,42
visitor-1707,Kamareddy,2,February,2019,41,0,41
visitor-1708,Kamareddy,3,March,2019,45,0,45
visitor-1709,Kamareddy,4,April,2019,41,0,41
visitor-171,Medak,2,February,2014,215000,0,215000
visitor-1710,Kamareddy,5,May,2019,46,0,46
visitor-1711,Kamareddy,6,June,2019,41,0,41
visitor-1712,Kamareddy,7,July,2019,50,0,50
visitor-1713,Kamareddy,8,August,2019,50,0,50
visitor-1714,Kamareddy,9,September,2019,41,0,41
visitor-1715,Kamareddy,10,October,2019,46,0,46
visitor-1716,Kamareddy,11,November,2019,46,0,46
visitor-1717,Kamareddy,12,December,2019,45,0,45
visitor-1718,Karimnagar,1,January,2019,10285,0,10285
visitor-1719,Karimnagar,2,February,2019,6480,0,6480
visitor-172,Medak,3,March,2014,1318000,0,1318000
visitor-1720,Karimnagar,3,March,2019,6634,0,6634
visitor-1721,Karimnagar,4,April,2019,5623,0,5623
visitor-1722,Karimnagar,5,May,2019,3393,0,3393
visitor-1723,Karimnagar,6,June,2019,3871,0,3871
visitor-1724,Karimnagar,7,July,2019,5192,0,5192
visitor-1725,Karimnagar,8,August,2019,5480,0,5480
visitor-1726,Karimnagar,9,September,2019,8735,0,8735
visitor-1727,Karimnagar,10,October,2019,6799,0,6799
visitor-1728,Karimnagar,11,November,2019,7101,0,7101
visitor-1729,Karimnagar,12,December,2019,7898,0,7898
visitor-173,Medak,4,April,2014,300000,0,300000
visitor-1730,Khammam,1,January,2019,123550,0,123550
visitor-1731,Khammam,2,February,2019,98471,0,98471
visitor-1732,Khammam,3,March,2019,91340,0,91340
visitor-1733,Khammam,4,April,2019,135920,0,135920
visitor-1734,Khammam,5,May,2019,130971,0,130971
visitor-1735,Khammam,6,June,2019,127270,0,127270
visitor-1736,Khammam,7,July,2019,103260,0,103260
visitor-1737,Khammam,8,August,2019,111374,0,111374
visitor-1738,Khammam,9,September,2019,133754,0,133754
visitor-1739,Khammam,10,October,2019,128625,0,128625
visitor-174,Medak,5,May,2014,198000,0,198000
visitor-1740,Khammam,11,November,2019,104380,0,104380
visitor-1741,Khammam,12,December,2019,124525,0,124525
visitor-1742,Kumaram Bheem Asifabad,1,January,2019,2476,0,2476
visitor-1743,Kumaram Bheem Asifabad,2,February,2019,1449,0,1449
visitor-1744,Kumaram Bheem Asifabad,3,March,2019,1212,0,1212
visitor-1745,Kumaram Bheem Asifabad,4,April,2019,663,0,663
visitor-1746,Kumaram Bheem Asifabad,5,May,2019,493,0,493
